Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.20 0.09,0.19 0.18,0.12 0.19,0.09 0.33,0.11 0.42,0.25 0.18,0.28 0.30,0.25 0.38,0.14 0.43,0.16 0.66,0.17 0.82,0.23 0.43,0.25 0.66,0.27 0.82,0.19 0.08,0.21 0.08,0.16 0.09,0.23 0.09
0.19 0.09,0.19 0.19,0.12 0.19,0.10 0.33,0.13 0.40,0.25 0.19,0.28 0.35,0.25 0.42,0.14 0.43,0.16 0.66,0.17 0.83,0.24 0.44,0.25 0.66,0.27 0.83,0.18 0.08,0.20 0.08,0.16 0.09,0.22 0.09
0.19 0.09,0.19 0.18,0.12 0.18,0.10 0.35,0.17 0.39,0.25 0.18,0.28 0.35,0.23 0.41,0.15 0.43,0.16 0.66,0.17 0.83,0.23 0.43,0.25 0.65,0.27 0.83,0.18 0.08,0.20 0.08,0.16 0.09,0.22 0.09
0.19 0.09,0.19 0.18,0.12 0.18,0.10 0.34,0.14 0.39,0.25 0.18,0.29 0.32,0.25 0.41,0.15 0.44,0.16 0.66,0.17 0.83,0.23 0.43,0.25 0.65,0.27 0.83,0.18 0.08,0.20 0.08,0.15 0.09,0.22 0.09
0.19 0.09,0.19 0.18,0.12 0.18,0.10 0.33,0.13 0.38,0.25 0.18,0.30 0.32,0.25 0.41,0.14 0.44,0.16 0.66,0.17 0.83,0.23 0.43,0.25 0.65,0.27 0.83,0.18 0.08,0.20 0.08,0.16 0.09,0.22 0.09
0.19 0.09,0.19 0.19,0.12 0.19,0.10 0.35,0.15 0.40,0.25 0.18,0.28 0.34,0.22 0.42,0.15 0.45,0.16 0.66,0.17 0.83,0.23 0.44,0.25 0.65,0.27 0.83,0.18 0.08,0.20 0.08,0.16 0.09,0.22 0.09
0.19 0.09,0.19 0.18,0.12 0.18,0.09 0.33,0.15 0.40,0.25 0.18,0.27 0.35,0.23 0.41,0.14 0.45,0.16 0.66,0.17 0.82,0.23 0.44,0.25 0.66,0.27 0.83,0.18 0.08,0.20 0.08,0.16 0.09,0.22 0.09
0.19 0.09,0.19 0.18,0.12 0.18,0.09 0.33,0.15 0.40,0.25 0.18,0.27 0.33,0.22 0.41,0.14 0.45,0.16 0.67,0.17 0.83,0.22 0.44,0.25 0.65,0.27 0.83,0.18 0.08,0.20 0.08,0.15 0.09,0.22 0.09
0.18 0.09,0.18 0.18,0.12 0.19,0.10 0.32,0.14 0.37,0.24 0.18,0.26 0.34,0.22 0.42,0.14 0.43,0.16 0.66,0.17 0.83,0.22 0.43,0.25 0.65,0.27 0.83,0.17 0.08,0.19 0.08,0.15 0.09,0.21 0.09
0.18 0.10,0.17 0.18,0.11 0.19,0.09 0.32,0.13 0.37,0.24 0.18,0.26 0.32,0.21 0.41,0.14 0.43,0.16 0.66,0.18 0.83,0.21 0.43,0.25 0.65,0.27 0.83,0.16 0.09,0.19 0.08,0.14 0.10,0.21 0.09
0.17 0.10,0.17 0.18,0.11 0.19,0.09 0.32,0.14 0.37,0.23 0.18,0.23 0.35,0.20 0.41,0.12 0.43,0.16 0.67,0.17 0.82,0.20 0.42,0.24 0.65,0.27 0.83,0.16 0.09,0.19 0.08,0.13 0.10,0.20 0.09
0.17 0.10,0.16 0.18,0.10 0.18,0.08 0.32,0.12 0.37,0.23 0.18,0.23 0.34,0.19 0.38,0.12 0.43,0.15 0.66,0.17 0.83,0.20 0.43,0.24 0.65,0.27 0.83,0.15 0.09,0.18 0.08,0.13 0.10,0.19 0.09
